Unique ID;Brand Name;Model Name;Model Number;Type;U  Processor Brand;U  Processor Name;U  Operating System Name;U  Base Processor Speed Per Core (GHz);U  Physical CPU Cores (count);U  System Memory (GB);WLAN Capability;Ethernet Capability?;Bluetooth Capability;Bluetooth Capability__1;U  Gigabit Ethernet Ports (count);U  Installed System Memory RAM (GB);U  Integrated Display Resolution (megapixels);U  Integrated Display Viewable Screen Area (sq in);U  Number of Storage Drives;;U  Storage Technology
NA;Asrock;Gaming K6 + RX460;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;Gaming K6 + RX550;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;Gaming K6 + RX560;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;Gaming K6 + RX570;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H270 PRO4;NA;NA;Intel;Core i5-7600T;Windows 10;2,8;4;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H270M PRO4;NA;NA;Intel;Core i3-7300;Windows 10;4;2;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H270M PRO4;NA;NA;Intel;Celeron G3930;Windows 10;2,9;2;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H270M-ITX/AC RTL;NA;NA;Intel;Celeron G3930;Windows 10;2,9;2;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H310M-HDV;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H310M-HDV/M.2;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H310M-ITX/AC;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H370 Pro4;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H370M Pro4;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;H370M-ITX/AC;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;J3455M;NA;NA;Intel;Celeron J3455;Windows 10;1,5;4;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;Taichi;NA;NA;Intel;Core i7-7820X;Windows 10;3,6;8;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;Z270 PRO4 RTL;NA;NA;Intel;Core i3-7300;Windows 10;4;2;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;PRIME B250M-C/CSM;NA;NA;Intel;Pentium G4560;Windows 10;3,5;2;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;PRIME B360M-A;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;PRIME H270-PLUS;NA;NA;Intel;Core i5-7600T;Windows 10;2,8;4;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;PRIME H310-PLUS;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;PRIME H370-A;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;PRIME H370M-PLUS;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;PRIME H370-PLUS;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;PRIME Q270M-C/CSM;NA;NA;Intel;Core i5-6500;Windows 10;3,2;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;Prime Z370-A;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;Prime Z370-P;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;ROG Maximus X Hero;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;ROG STRIX B360-F GAMING;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;ROG STRIX Z370-E Gaming;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;ROG Strix Z370-I Gaming;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;TUF B360M-E GAMING;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;TUF B360M-PLUS GAMING S;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;TUF B360-PRO GAMING (WI-FI);NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;TUF X299 Mark 2 + GTX1060;NA;NA;Intel;Core i7-7820X;Windows 10;3,6;8;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;TUF Z270 Mark 1;NA;NA;Intel;Pentium G4560;Windows 10;3,5;2;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asus;TUF Z370-Plus Gaming;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Ciara;Kronos 540;NA;NA;Intel;Core i7-7820X;Windows 10;3,6;8;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Cyberpower;C Series -968750-IC2033;NA;NA;Intel;Core i7-8700K;Windows 10;3,7;6;32;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Cyberpower;C Series -C4171015024999;NA;NA;Intel;Core i9-7920X;Windows 10;2,9;12;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Digital Storm;DSATX 610June 67846;NA;NA;Intel;Core i7-7820X;Windows 10;3,6;8;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Digital Storm;DSITX 7102DEC65139;NA;NA;Intel;Core i7-8700K;Windows 10;3,7;6;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;EVGA;H370 Stinger;NA;NA;Intel;Core i7-8700;Windows 10;3,2;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;EVGA;Z370 Classified K;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;EVGA;Z370 FTW;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;EVGA;Z370 Micro ATX;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;AORUS GAMING 3;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;AORUS GAMING 3 WIFI;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360 AORUS GAMING 3;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360 AORUS GAMING 3 WIFI;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360 AORUS Gaming WiFi;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360 HD3;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360 HD3P;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M AORUS Gaming 3;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M D2V;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M D2VX SI;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M D3H;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M D3V;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M DS3H;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M H;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M HD3;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360M POWER;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;B360N WiFi;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;GA-H270N-WIFI;NA;NA;Intel;Celeron G3930;Windows 10;2,9;2;8;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310 D3;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310M A;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310M DS2;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310M DS2V;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310M H;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310M HD2;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310M S2;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310M S2H;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H310M S2P;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H370 HD3;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;H370N WiFi;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gigabyte;X299 UD4 + GTX1060;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Howard;Prime Q270M;NA;NA;Intel;Core i7-7700;Windows 10;3,6;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;iBUYPOWER;I-Series 506 / R101AR649;NA;NA;Intel;Core i5-7640X;Windows 10;4;4;16;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;iBUYPOWER;I-Series 506 /R101TT046;NA;NA;Intel;Core i5-7640X;Windows 10;4;4;16;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;iBUYPOWER;Series 506 / R101ELG;NA;NA;Intel;Core i7-820X;Windows 10;3,6;8;32;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;iBUYPOWER;Snowblind EL;NA;NA;Intel;Core i7-8700K;Windows 10;3,7;6;16;Wireless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B250I PRO;NA;NA;Intel;Core i5-7600K;Windows 10;3,8;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B250M PRO-VD;NA;NA;Intel;Pentium G4560;Windows 10;3,5;2;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360 GAMING PLUS;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360 GAMING PRO CARBON;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360-A PRO;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360M BAZOOKA;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360M BAZOOKA PLUS;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360M GAMING PLUS;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360M MORTAR;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360M MORTAR TITANIUM;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360M PRO-VD;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360M PRO-VDH;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;B360M PRO-VH;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;GAMING ARCTIC;NA;NA;Intel;Core i3-8100;Windows 10;3,6;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;GAMING PLUS;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H270M BAZOOKA;NA;NA;Intel;Core i5-7600T;Windows 10;2,8;4;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H310 GAMING PLUS;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H310-A PRO;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H310M GAMING ARCTIC;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H310M PRO-M2;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H310M PRO-VD;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H310M PRO-VDH;NA;NA;Intel;Core i3-8350K;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H310M PRO-VH;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H310M PRO-VL;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H370 GAMING PRO CARBON;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;H370M BAZOOKA T;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;X299 SLI Plus + GTX1080;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Z390-A PRO;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;SuperMicro;C7H270-CG-ML;NA;NA;Intel;Core i3-7300;Windows 10;4;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Cubi 3 Silent S;NA;NA;NA;NA;Window 10 Home;2,7;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Infinite;NA;NA;NA;NA;Window 10 Home;3,7;6;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;HP;EliteOne 1000 G2 Base PC;NA;NA;NA;NA;Windows 10;2,9;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;MS-1T31;NA;NA;NA;NA;Window 10;3,6;6;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Vortex W25 8SK;NA;NA;NA;NA;Window 10;3,6;6;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Vortex W25 8SL;NA;NA;NA;NA;Window 10;3,6;6;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Vortex W25 8SM;NA;NA;NA;NA;Window 10;3,6;6;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Infinite X;NA;NA;NA;NA;Window 10 Pro;3,7;6;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Infinite A;NA;NA;NA;NA;Window 10 Pro;3,2;6;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Aegis 3 8;NA;NA;NA;NA;Window 10 Home;3,2;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Codex XE;NA;NA;NA;NA;Window 10 Pro;3,6;8;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;D17E5;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;Nitro N50-600;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;Nitro N50-600G;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;N50-600;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;N50-600G;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;Aspire TC-885;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;Aspire TC-885G;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;TC-885;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;TC-885G;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;D18E3;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;Predator PO3-600;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Acer;PO3-600;NA;NA;NA;NA;Window 10;3,2;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;MSI;Trident 3;NA;NA;NA;NA;Window 10 Pro;3,7;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10M9;NA;NA;NA;NA;windows 10;3,6;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10MA;NA;NA;NA;NA;windows 10;3,6;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10QK;NA;NA;NA;NA;windows 10;3,6;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10R8;NA;NA;NA;NA;windows 10;3,6;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10M7;NA;NA;NA;NA;windows 10;3,6;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10M8;NA;NA;NA;NA;windows 10;3,6;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10QT;NA;NA;NA;NA;windows 10;3,6;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10SF;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10SG;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10SH;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10SM;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10TM;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10U0;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10U1;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10SJ;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10SK;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10SL;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10SN;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10TN;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10U2;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10U3;NA;NA;NA;NA;windows 10;3,6;4;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10S0;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10S1;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10S2;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10S3;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10S4;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10T3;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10T5;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10T6;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lenovo;10UJ;NA;NA;NA;NA;windows 10;3,2;2;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;iBUYPOWER;A266AE006;NA;NA;NA;NA;WINDOWS;3,7;6;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Micro-Star International Co., Ltd.;Aegis Ti3;NA;NA;NA;NA;Windows 10 Pro;3,7;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Alienware;Alienware Area-51 R3;NA;NA;NA;NA;Windows 10 Professional;3,4;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Alienware;Alienware Area-51 R4;NA;NA;NA;NA;Windows 10 Professional;2,6;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Alienware;Alienware Area-51 R5;NA;NA;NA;NA;Windows 10 Professional;2,6;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Alienware;Alienware Area-51 R6;NA;NA;NA;NA;Windows 10 Professional;3,4;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
